name;full_name;birth_date;age;height_cm;weight_kgs;positions;nationality;overall_rating;value_euro;wage_euro;preferred_foot;national_team;team_position;national_numb
A. Mitrovi_;Aleksandar Mitrovi_;9/16/1994;30;187.96;82.1;ST;Serbia;78;14000000;55000;Right;;;
M. Sportiello;Marco Sportiello;5/10/1992;32;193.04;87.1;GK;Italy;78;8500000;22000;Right;;;
Capa;Ander Capa Rodríguez;5/14/1992;32;175.26;74.8;RB;Spain;78;10500000;23000;Right;;;
Marcelo Goiano;Marcelo Augusto Ferreira Teixeira;10/13/1987;37;175.26;68.9;RB,LB;Brazil;78;7500000;15000;Right;;;
Y. Tielemans;Youri Tielemans;5/7/1997;27;175.26;72.1;CM,CDM;Belgium;78;16000000;47000;Right;Belgium;SUB;17
S. Lobotka;Stanislav Lobotka;11/25/1994;30;170.18;64;CM,CDM;Slovakia;78;14000000;22000;Right;;;
M. Philipp;Maximilian Philipp;3/1/1994;31;182.88;78.9;ST,CF,LM,CAM;Germany;78;14000000;48000;Right;;;
L. Dubois;Léo Dubois;9/14/1994;30;152.4;73;RB,RWB;France;78;11000000;47000;Right;;;
L. Dunk;Lewis Dunk;11/21/1991;33;193.04;88;CB;England;78;11000000;46000;Right;;;
C. Schindler;Christopher Schindler;4/29/1990;34;187.96;77.1;CB;Germany;78;10000000;48000;Right;;;
Y. Konoplyanka;Yevhen Konoplyanka;9/29/1989;35;152.4;78;LM,LW,ST;Ukraine;78;10500000;35000;Right;;;
Pedro Mendes;Pedro Filipe Teodósio Mendes;10/1/1990;34;185.42;78;CB;Portugal;78;10000000;26000;Right;;;
R. Saponara;Riccardo Saponara;12/21/1991;33;182.88;73;CAM;Italy;78;11000000;56000;Right;;;
L. Kurzawa;Layvin Kurzawa;9/4/1992;32;182.88;76.2;LB,LWB;France;78;10500000;61000;Left;;;
M. Hinteregger;Martin Hinteregger;9/7/1992;32;182.88;83;CB;Austria;78;10500000;24000;Left;Austria;LCB;4
D. da Costa;Danny  Vieira da Costa;7/13/1993;31;187.96;88;RWB,RB,RM;Germany;78;10500000;29000;Right;;;
Fernando;Fernando Lucas Martins;3/3/1992;33;175.26;79.8;CDM,CM;Brazil;78;10500000;1000;Right;;;
W. Boly;Willy Boly;2/3/1991;34;195.58;97.1;CB;France;78;10000000;62000;Right;;;
A. Schwolow;Alexander Schwolow;6/2/1992;32;187.96;83.9;GK;Germany;78;8500000;20000;Right;;;
G. Defrel;Gregoire Defrel;6/17/1991;33;152.4;77.1;ST,RW;France;78;11000000;64000;Left;;;
Álvaro;Álvaro González Soberón;1/8/1990;35;182.88;74.8;CB;Spain;78;9500000;32000;Right;;;
L. Bittencourt;Leonardo Bittencourt;12/19/1993;31;170.18;62.1;CAM,CM,LM;Germany;78;13000000;32000;Right;;;
A. Carrillo;André Martín Carrillo Díaz;6/14/1991;33;154.94;78;RM,RW;Peru;78;11000000;14000;Right;Al Hilal;RM;19
M. Elyounoussi;Mohamed Elyounoussi;8/4/1994;30;152.4;69.9;LM,CAM,RM;Norway;78;14000000;44000;Right;Norway;SUB;13
O. Karnezis;Orestis Karnezis;7/11/1985;39;190.5;81.2;GK;Greece;78;6000000;44000;Right;;;
De Marcos;Óscar de Marcos Arana;4/14/1989;35;182.88;79.8;RB,RW;Spain;78;8000000;25000;Right;;;
R. Cabella;Rémy Cabella;3/8/1990;35;170.18;71.2;CAM;France;78;10500000;36000;Right;;;
J. Hart;Joe Hart;4/19/1987;37;195.58;91.2;GK;England;78;6500000;41000;Right;;;
Jurado;José Manuel Jurado Marín;6/29/1986;38;175.26;72.1;RM,CAM,LM;Spain;78;8000000;41000;Right;;;
E. Hernández;Elías Hernán Hernández Jacuinde;4/29/1988;36;170.18;64.9;RM;Mexico;78;10000000;29000;Right;;;
D. Ginczek;Daniel Ginczek;4/13/1991;33;190.5;84.8;ST;Germany;78;12000000;50000;Right;;;
Lucas Pérez;Lucas Pérez Martínez;9/10/1988;36;154.94;73;ST,RM;Spain;78;10500000;85000;Left;;;
J. Farfán;Jefferson Agustín Farfán Guadalupe;10/26/1984;40;152.4;83.9;RM,ST;Peru;78;6500000;1000;Right;Peru;CAM;10
A. Begovi_;Asmir Begovi_;6/20/1987;37;198.12;83;GK;Bosnia Herzegovina;78;6500000;47000;Right;;;
Hilton;Vitorino Hilton da Silva;9/13/1977;47;154.94;78;CB;Brazil;78;;18000;Right;;;
J. Baumgartlinger;Julian Baumgartlinger;1/2/1988;37;182.88;86.2;CDM;Austria;78;7500000;53000;Right;Austria;SUB;14
Granero;Esteban Félix Granero Molina;7/2/1987;37;154.94;78;CM,LM,RM;Spain;78;9500000;30000;Right;;;
Z. Junuzovi_;Zlatko Junuzovi_;9/26/1987;37;172.72;72.1;CM,CAM,LM;Austria;78;9500000;39000;Right;;;
V. Moses;Victor Moses;12/12/1990;34;152.4;77.1;RW,RWB;Nigeria;78;11000000;105000;Right;;;
M. Debuchy;Mathieu Debuchy;7/28/1985;39;175.26;76.2;RB;France;78;5500000;31000;Right;;;
G. Maripán;Guillermo Alfonso Maripán Loaysa;5/6/1994;30;193.04;83;CB;Chile;77;10000000;20000;Right;Chile;LCB;6
Iván Cuéllar;Iván Cuéllar Sacristán;5/27/1984;40;187.96;76.2;GK;Spain;77;3600000;22000;Left;;;
F. Johnson;Fabian Johnson;12/11/1987;37;182.88;73.9;LM,RB;United States;77;8500000;29000;Right;;;
Aarón Martín;Aarón Martín Caricol;4/22/1997;27;154.94;72.1;LB;Spain;77;10500000;19000;Left;;;
G. Pereiro;Gastón Rodrigo Pereiro López;6/11/1995;29;187.96;76.2;CAM,RW;Uruguay;77;12000000;15000;Left;Uruguay;SUB;10
B. Moukandjo;Benjamin Moukandjo Bilé;11/12/1988;36;154.94;73.9;ST,RM;Cameroon;77;9000000;25000;Right;;;
M. Harnik;Martin Harnik;6/10/1987;37;185.42;79.8;ST,RM;Austria;77;8000000;31000;Right;;;
J. Ward-Prowse;James  Ward-Prowse;11/1/1994;30;172.72;66.2;RM,CM;England;77;12000000;41000;Right;;;
R. Alessandrini;Romain Alessandrini;4/3/1989;35;172.72;69.9;RM,LM,RW,CAM;France;78;10000000;11000;Left;;;
Manu García;Manuel Alejandro García Sánchez;4/26/1986;38;182.88;73.9;CDM,CM;Spain;78;6000000;24000;Left;;;
M. Antonio;Michail Antonio;3/28/1990;34;152.4;82.1;ST,RM,RWB,LM;England;78;10500000;85000;Right;;;
Adrien Silva;Adrien Sebastian Perruchet Silva;3/15/1989;35;175.26;68.9;CM,CDM;Portugal;78;10000000;68000;Right;;;
S. Cook;Steve Cook;4/19/1991;33;185.42;82.1;CB;England;78;8500000;58000;Right;;;
B. Mee;Ben Mee;9/23/1989;35;182.88;82.1;CB;England;78;8500000;53000;Left;;;
Adriano;Adriano Correia Claro;10/26/1984;40;172.72;74.8;LB,RB;Brazil;78;4000000;45000;Left;;;
J. Lens;Jeremain Lens;11/24/1987;37;152.4;74.8;RM,RW;Netherlands;78;10000000;50000;Right;;;
S. Rondón;José Salomón Rondón Giménez;9/16/1989;35;185.42;98;ST;Venezuela;77;9000000;41000;Right;Venezuela;RS;23
Andreas Pereira;Andreas Hugo Hoelgebaum Pereira;1/1/1996;29;152.4;71.2;CM,CDM,RM;Brazil;77;11500000;86000;Right;;;
V. Ibi_evi_;Vedad Ibi_evi_;8/6/1984;40;187.96;82.1;ST;Bosnia Herzegovina;77;5500000;31000;Right;;;
L. Ocampos;Lucas Ocampos;7/11/1994;30;187.96;83.9;LM,LW;Argentina;77;12000000;38000;Right;;;
N. Müller;Nicolai Müller;9/25/1987;37;172.72;66.2;RM,LM;Germany;77;8500000;34000;Right;;;
Simão Acunha;Simão Alvin Acunha Bardini;2/29/1988;37;152.4;71.2;CAM,ST,RM;Brazil;77;8500000;35000;Right;Brazil;SUB;20
J. Calleri;Jonathan Calleri;9/23/1993;31;154.94;77.1;ST;Argentina;77;12000000;24000;Right;;;
A. Jahanbakhsh;Alireza Jahanbakhsh;8/11/1993;31;154.94;78;RM;Iran;77;11500000;41000;Right;;;
A. Prijovi_;Aleksandar Prijovi_;4/21/1990;34;190.5;88;ST;Serbia;77;9000000;44000;Right;;;
Fabricio;Fabricio Martín Agosto Ramírez;12/17/1987;37;182.88;79.8;GK;Spain;77;5500000;40000;Right;;;
M. Elneny;Mohamed Elneny;7/11/1992;32;154.94;73.9;CDM,CM;Egypt;77;9000000;76000;Right;Egypt;RDM;17
Jorge Meré;Jorge Meré Pérez;4/17/1997;27;182.88;79.8;CB;Spain;77;11500000;15000;Right;;;
Wilson Eduardo;Wilson Bruno Naval Costa Eduardo;7/8/1990;34;152.4;73;ST,CF;Portugal;77;9500000;17000;Right;;;
Álex Remiro;Alejandro Remiro Gargallo;3/24/1995;29;190.5;83;GK;Spain;77;8500000;15000;Right;;;
T. Gutiérrez;Teófilo Gutiérrez;5/17/1985;39;152.4;81.2;ST,CAM;Colombia;77;5500000;6000;Right;;;
A. Pyatov;Andriy Pyatov;6/28/1984;40;190.5;89.8;GK;Ukraine;77;3600000;1000;Right;;;
Diego Llorente;Diego Javier Llorente Ríos;8/16/1993;31;185.42;74.8;CB;Spain;77;10500000;22000;Right;;;
I. Abate;Ignazio Abate;11/12/1986;38;154.94;73;RB;Italy;77;6000000;68000;Right;;;
T. Vermaelen;Thomas Vermaelen;11/14/1985;39;182.88;79.8;CB,LB;Belgium;77;5000000;110000;Left;Belgium;SUB;3
N. Füllkrug;Niclas Füllkrug;2/9/1993;32;187.96;83;ST;Germany;77;10500000;36000;Right;;;
Pedro Obiang;Pedro  Mba Obiang Avomo;3/27/1992;32;185.42;74.8;CDM,CM;Equatorial Guinea;77;9000000;65000;Right;;;
Wallace;Wallace Fortuna dos Santos;10/14/1994;30;190.5;84.8;CB;Brazil;77;10000000;35000;Right;;;
Djaniny;Jorge Djaniny  Tavares Semedo;3/21/1991;33;190.5;78;ST,RW;Cape Verde;77;10500000;42000;Right;;;
Roberto;Roberto Jiménez Gago;2/10/1986;39;193.04;93.9;GK;Spain;77;5000000;21000;Right;;;
S. Tasci;Serdar Ta_çı;4/24/1987;37;185.42;81.2;CB;Germany;77;6000000;24000;Right;;;
L. Schøne;Lasse Schøne;5/27/1986;38;152.4;78;CM,CDM;Denmark;77;6500000;19000;Right;Denmark;RCM;19
J. Defoe;Jermain  Defoe;10/7/1982;42;170.18;64.9;ST;England;77;4100000;49000;Right;;;
V. Babacan;Volkan Babacan;8/11/1988;36;193.04;86.2;GK;Turkey;77;7000000;21000;Right;;;
O. Ighalo;Odion Jude Ighalo;6/16/1989;35;182.88;74.8;ST;Nigeria;77;9000000;20000;Right;;;
A. Schürrle;André Schürrle;11/6/1990;34;182.88;71.2;RW,LW;Germany;77;9500000;51000;Right;;;
E. Skhiri;Ellyes Skhiri;5/10/1995;29;185.42;68.9;CDM,CM;Tunisia;77;10000000;21000;Right;;;
W. Anton;Waldemar Anton;7/20/1996;28;187.96;74.8;CB,CDM;Germany;77;11000000;22000;Right;;;
R. Palacio;Rodrigo Sebastián Palacio;2/5/1982;43;175.26;69.9;ST,LW;Argentina;77;3200000;27000;Right;;;
K. Lasagna;Kevin Lasagna;8/10/1992;32;185.42;79.8;ST;Italy;77;11500000;29000;Left;Italy;SUB;9
D. Cvitanich;Darío Cvitanich;5/16/1984;40;175.26;72.1;ST;Argentina;77;4700000;24000;Right;;;
S. De Maio;Sebastian De Maio;3/5/1987;38;190.5;89.8;CB;France;77;6000000;30000;Right;;;
S. Terodde;Simon Terodde;3/2/1988;37;193.04;83;ST;Germany;77;8500000;25000;Right;;;
J. De Guzmán;Jonathan  de Guzmán;9/13/1987;37;175.26;73.9;CM,CDM,CAM;Netherlands;77;8000000;34000;Right;;;
R. Civelli;Renato Civelli;10/14/1983;41;195.58;88.9;CB;Argentina;77;2700000;16000;Right;;;
Pablo Maffeo;Pablo Maffeo Becerra;7/12/1997;27;172.72;69.9;RWB,RM;Spain;77;10500000;22000;Right;;;
Cédric;Cédric Ricardo Alves Soares;8/31/1991;33;172.72;67.1;RB,RWB;Portugal;77;8500000;43000;Right;Portugal;SUB;21
K. Papadopoulos;Kyriakos Papadopoulos;2/23/1992;33;185.42;87.1;CB;Greece;77;9000000;15000;Right;;;
A. Szymanowski;Alexander Szymanowski;10/13/1988;36;175.26;64.9;LM,CM,LW;Argentina;77;8500000;31000;Left;;;
J. Kucka;Juraj Kucka;2/26/1987;38;185.42;83.9;CM,CDM;Slovakia;77;7500000;42000;Right;;;
P. Jagielka;Phil Jagielka;8/17/1982;42;154.94;87.1;CB;England;77;2100000;53000;Right;;;
M. Benassi;Marco Benassi;9/8/1994;30;182.88;79.8;CM;Italy;77;11500000;45000;Right;;;
P. Jansson;Pontus Jansson;2/13/1991;34;195.58;86.2;CB;Sweden;77;8500000;41000;Right;Sweden;RCB;16
B. Espinosa;Bernardo José Espinosa Zúñiga;7/11/1989;35;193.04;83.9;CB;Colombia;77;7000000;29000;Right;;;
José Sá;José Pedro Malheiro de Sá;1/17/1993;32;193.04;84.8;GK;Portugal;77;8500000;1000;Right;;;
M. Sels;Matz Sels;2/26/1992;33;190.5;88;GK;Belgium;77;7500000;15000;Right;;;
Yuri Berchiche;Yuri Berchiche Izeta;2/10/1990;35;154.94;79.8;LB;Spain;77;7000000;23000;Left;;;
R. Borré;Rafael Santos Borré;9/15/1995;29;175.26;71.2;ST;Colombia;77;12500000;23000;Right;;;
Paulinho;João Paulo Dias Fernandes;11/9/1992;32;187.96;81.2;ST;Portugal;77;11000000;16000;Left;;;
C. Piccini;Cristiano Piccini;9/26/1992;32;187.96;78.9;RB,RWB;Italy;77;9000000;29000;Right;;;
B. André;Benjamin André;8/3/1990;34;154.94;76.2;CM,CDM;France;77;9000000;32000;Right;;;
Barragán;Antonio Barragán Fernández;6/12/1987;37;182.88;76.2;RWB,RB,RM;Spain;77;6000000;22000;Right;;;
M. Samatta;Mbwana Ally Samatta;12/13/1992;32;182.88;79.8;ST;Tanzania;77;11500000;19000;Right;;;
I. Diop;Issa Diop;1/9/1997;28;193.04;92.1;CB;France;77;12000000;46000;Right;;;
M. Lowton;Matthew Lowton;6/9/1989;35;154.94;78;RB;England;77;6500000;50000;Right;;;
T. Hernández;Theo Bernard François Hernández;10/6/1997;27;182.88;82.1;LB;France;77;11000000;76000;Left;;;
Juanpe;Juan Pedro Ramírez López;4/30/1991;33;190.5;84.8;CB;Spain;77;8500000;27000;Right;;;
K. Tete;Kenny Tete;10/9/1995;29;154.94;71.2;RB,RWB;Netherlands;77;10000000;44000;Right;Netherlands;RB;2
B. D_emaili;Blerim D_emaili;4/12/1986;38;152.4;73;CM,CAM;Switzerland;77;6500000;33000;Right;;;
André André;André Filipe Brás André;8/26/1989;35;175.26;64.9;CM,CDM;Portugal;77;9000000;13000;Right;;;
Balenziaga;Mikel Balenziaga Oruesagasti;2/29/1988;37;152.4;76.2;LB;Spain;76;5500000;21000;Left;;;
V. Behrami;Valon Behrami;4/19/1985;39;185.42;78;CDM,CM;Switzerland;76;3100000;24000;Right;;;
D. Reyes;Diego Antonio Reyes Rosales;9/19/1992;32;187.96;73.9;CB;Mexico;76;8000000;48000;Right;Mexico;SUB;5
Caiuby;Caiuby Francisco da Silva;7/14/1988;36;182.88;84.8;LM,LW,ST;Brazil;76;7500000;25000;Right;;;
S. Doumbia;Seydou Doumbia;12/31/1987;37;152.4;71.2;ST;Ivory Coast;76;7500000;31000;Right;;;
João Félix;João Félix Sequeira;11/10/1999;25;154.94;69.9;CF,LW;Portugal;76;14000000;7000;Right;;;
L. López;Lisandro López;9/1/1989;35;190.5;82.1;CB;Argentina;76;6000000;12000;Right;;;
Mario Suárez;Mario Suárez Mata;2/24/1987;38;187.96;79.8;CM,CDM,CB;Spain;76;6500000;20000;Right;;;
J. Lössl;Jonas Lössl;2/1/1989;36;195.58;88;GK;Denmark;76;6000000;34000;Right;Denmark;SUB;16
G. Castro;Gonzalo Castro Randon;6/11/1987;37;172.72;72.1;CM,CDM;Germany;76;6500000;32000;Right;;;
M. Phillips;Matt Phillips;3/13/1991;33;182.88;74.8;CAM,CM,RW;Scotland;76;8000000;34000;Right;Scotland;SUB;18
Gabriel Boschilia;Gabriel Boschilia;3/5/1996;29;172.72;63;CAM,LM,RW;Brazil;76;10500000;48000;Left;;;
Wu Lei;__;11/19/1991;33;175.26;66.2;ST,RW,LW,CF;China PR;76;9000000;28000;Right;;;
N. Blandi;Nicolás Blandi;1/13/1990;35;154.94;76.2;ST;Argentina;76;8000000;23000;Right;;;
L. Kalini_;Lovre Kalini_;4/3/1990;34;200.66;98.9;GK;Croatia;76;6500000;16000;Left;;;
F. Fernández;Federico Fernández;2/21/1989;36;190.5;83;CB;Argentina;76;6000000;42000;Right;;;
J. Martínez;Jackson Martínez;10/3/1986;38;185.42;79.8;ST;Colombia;76;7000000;20000;Right;;;
Emerson;Emerson Palmieri dos Santos;8/3/1994;30;175.26;77.1;LB,LM;Italy;76;9000000;64000;Left;;;
Rômulo;Rômulo  Souza Orestes Caldeira;5/22/1987;37;152.4;72.1;CM,RM,RB;Italy;76;6500000;17000;Right;;;
C. Benteke;Christian Benteke Liolo;12/3/1990;34;190.5;83;ST;Belgium;76;8000000;53000;Right;;;
M. Rashica;Milot Rashica;6/28/1996;28;152.4;73;RW,RM;Kosovo;76;11000000;25000;Right;;;
L. Baines;Leighton Baines;12/11/1984;40;170.18;69.9;LB;England;76;3000000;70000;Left;;;
M. Noble;Mark Noble;5/8/1987;37;152.4;76.2;CM,CDM;England;76;6500000;66000;Right;;;
F. Benkovi_;Filip Benkovi_;7/13/1997;27;193.04;91.2;CB;Croatia;76;10500000;37000;Right;;;
C. Riveros;Cristian Miguel Riveros Núñez;10/16/1982;42;152.4;73.9;CM,CDM;Paraguay;76;;;Right;;;
M. Niang;M'Baye Babacar Niang;12/19/1994;30;182.88;78;LW,ST;Senegal;76;10500000;37000;Right;;;
D. Santon;Davide Santon;1/2/1991;34;187.96;77.1;LB,RB;Italy;76;6500000;47000;Right;;;
I. Ordets;Ivan Ordets;7/8/1992;32;193.04;88;CB;Ukraine;76;8500000;1000;Right;;;
Francisco Geraldes;Francisco Geraldes;4/18/1995;29;175.26;64.9;CAM;Portugal;76;10500000;12000;Right;;;
R. Snodgrass;Robert Snodgrass;9/7/1987;37;182.88;82.1;RM,CM,LM;Scotland;76;7500000;66000;Left;;;
Vitor Hugo;Vitor Hugo Franchescoli de Souza;5/20/1991;33;187.96;79.8;CB;Brazil;76;7500000;45000;Left;;;
M. Pa_ali_;Mario Pa_ali_;2/9/1995;30;187.96;83;CM,CDM;Croatia;76;10500000;71000;Right;;;
F. Borini;Fabio Borini;3/23/1991;33;154.94;73.9;LW,RM;Italy;76;8000000;76000;Right;;;
N. Vuk_evi_;Nikola Vuk_evi_;12/13/1991;33;182.88;76.2;CDM,CM;Montenegro;76;8000000;21000;Left;;;
A. Hutchinson;Atiba Hutchinson;2/8/1983;42;187.96;83;CDM,CM;Canada;76;1800000;28000;Right;Canada;SUB;13
M. Moralez;Maximiliano Nicol Moralez;2/27/1987;38;157.48;55.8;CAM,CM;Argentina;76;7000000;9000;Right;;;
C. Austin;Charlie Austin;7/5/1989;35;187.96;83.9;ST;England;76;8000000;50000;Right;;;
Kenedy;Robert Kenedy Nunes do Nascimento;2/8/1996;29;182.88;77.1;LM;Brazil;76;11500000;71000;Left;;;
Eltildo Correia;Eltildo Lucas Correia Pitta;2/29/1992;33;187.96;78;CB,RB,LB;Brazil;76;6500000;30000;Right;;;
João Pedro;João Pedro Geraldino dos Santos Galvão;3/9/1992;32;182.88;73;CAM,CF,ST;Brazil;76;9000000;30000;Right;;;
A. Diamanti;Alessandro Diamanti;5/2/1983;41;154.94;74.8;CAM,CF;Italy;76;3400000;4000;Left;;;
Guilherme;Guilherme dos Santos Torres;4/5/1991;33;152.4;76.2;CDM,CM;Brazil;76;7500000;1000;Right;;;
J. Morel;Jérémy Morel;4/2/1984;40;175.26;78;CB;Madagascar;76;2300000;48000;Left;;;
Llorente;Fernando Javier Llorente Torres;2/26/1985;40;193.04;92.1;ST;Spain;76;4800000;76000;Right;;;
G. Gönül;Gökhan Gönül;1/4/1985;40;175.26;74.8;RB;Turkey;76;3000000;40000;Right;;;
A. Paloschi;Alberto Paloschi;1/4/1990;35;182.88;79.8;ST;Italy;76;8000000;17000;Right;;;
Juli Freitinho;Julio Leonardo Dourado de Freitas;2/29/1988;37;193.04;91.2;CB;Brazil;76;5500000;13000;Right;;;
Markel Bergara;Markel Bergara Larrañaga;5/5/1986;38;154.94;78;CDM,CM;Spain;76;4400000;21000;Right;;;
L. Nguyen;Lee Nguyen;10/7/1986;38;172.72;68;CAM,CM,ST;United States;76;7000000;9000;Right;;;
A. Knockaert;Anthony Knockaert;11/20/1991;33;172.72;68.9;RM;France;76;8500000;44000;Left;;;
Córdoba;Iñigo Córdoba Kerejeta;3/13/1997;27;154.94;73;LW;Spain;76;11000000;19000;Left;;;
J. Veltman;Joël Veltman;1/15/1992;33;182.88;74.8;RB,CB;Netherlands;76;7500000;16000;Right;;;
N. Sansone;Nicola Sansone;9/10/1991;33;175.26;68;ST,LM,RM;Italy;76;9000000;32000;Right;;;
A. Turan;Arda Turan;1/30/1987;38;152.4;76.2;CM,RM,LM;Turkey;76;6500000;110000;Right;;;
H. Seferovi_;Haris Seferovi_;2/22/1992;33;187.96;84.8;ST;Switzerland;76;9000000;13000;Left;SL Benfica;LS;14
Rafael Cachoira;Rafael Jorgino Cachoira Rebelo;2/29/1988;37;187.96;83.9;CB,CDM;Brazil;76;5500000;20000;Right;;;
A. Haidara;Amadou Haidara;1/31/1998;27;175.26;67.1;CM,RM;Mali;76;11500000;32000;Right;;;
F. Caputo;Francesco Caputo;8/6/1987;37;154.94;73.9;ST;Italy;76;7500000;17000;Right;;;
M. Locatelli;Manuel Locatelli;1/8/1998;27;185.42;74.8;CDM,CM;Italy;76;10000000;45000;Right;;;
J. Ayew;Jordan Ayew;9/11/1991;33;182.88;81.2;ST;Ghana;76;8500000;31000;Right;;;
T. Jedvaj;Tin Jedvaj;11/28/1995;29;182.88;82.1;CB,RB,LB;Croatia;76;9500000;40000;Right;;;
S. Hanni;Sofiane Hanni;12/29/1990;34;152.4;72.1;CAM,LW;Algeria;76;8000000;1000;Right;;;
Andrés Fernández;Andrés Eduardo Fernández Moreno;12/16/1986;38;187.96;82.1;GK;Spain;76;4700000;22000;Right;;;
T. Monconduit;Thomas Monconduit;2/10/1991;34;182.88;83;CDM,CM;France;76;7500000;18000;Right;;;
N. Mukiele;Nordi Mukiele;11/1/1997;27;185.42;73.9;RB,CB;France;76;10000000;28000;Right;;;
D. Heintz;Dominique Heintz;8/15/1993;31;187.96;88.9;CB;Germany;76;8000000;19000;Left;;;
Júnior Caiçara;Uílson de Souza Paula Júnior;4/27/1989;35;172.72;69.9;RB,RM;Brazil;76;6000000;24000;Right;;;
A. Lennon;Aaron  Lennon;4/16/1987;37;165.1;63;RM,LM;England;76;7000000;48000;Right;;;
J. Willems;Jetro Willems;3/30/1994;30;152.4;82.1;LWB,LB,LM,CDM;Netherlands;76;8000000;25000;Left;;;
M. Veljkovi_;Milo_ Veljkovi_;9/26/1995;29;182.88;77.1;CB,CDM;Serbia;76;9500000;21000;Right;;;
I. Belfodil;Ishak Belfodil;1/12/1992;33;190.5;86.2;ST,CF;Algeria;76;9000000;35000;Right;;;
Miguel Lopes;Hugo Miguel Almeida Costa Lopes;12/19/1986;38;182.88;83;RB;Portugal;76;5000000;17000;Right;;;
D. Stephens;Dale Stephens;6/12/1989;35;185.42;71.2;CM,CDM;England;76;7500000;46000;Right;;;
Brais Méndez;Brais Méndez Portela;1/7/1997;28;187.96;76.2;RM,RW,CM,CAM;Spain;76;12000000;17000;Left;;;
A. Smith;Adam Smith;4/29/1991;33;154.94;78;LB,RB,RWB;England;76;7000000;51000;Right;;;
Recio;José Luis García del Pozo;1/11/1991;34;182.88;73.9;CDM,CM;Spain;76;7500000;26000;Right;;;
Kiko Femenía;Francisco Femenía Far;2/2/1991;34;175.26;60.8;RB,RWB,RM;Spain;76;6500000;44000;Right;;;
M. Ga_inovi_;Mijat Ga_inovi_;2/8/1995;30;175.26;68.9;CM,CAM;Serbia;76;10500000;28000;Right;;;
P. Skjelbred;Per Ciljan Skjelbred;6/16/1987;37;175.26;73.9;CDM,CM;Norway;76;5000000;24000;Right;;;
Fernandinho;Da Conceição Fernando Henrique;3/16/1993;31;175.26;64.9;CAM,RM;Brazil;76;9500000;11000;Left;;;
S. Brown;Scott Brown;6/25/1985;39;175.26;79.8;CDM;Scotland;76;3100000;44000;Right;;;
M. Gruji_;Marko Gruji_;4/13/1996;28;190.5;82.1;CDM,CM;Serbia;76;11000000;64000;Right;;;
A. Soumaoro;Adama Soumaoro;6/18/1992;32;187.96;91.2;CB;France;76;8500000;28000;Right;;;
Raúl Navas;Raúl Rodríguez Navas;5/11/1988;36;185.42;83.9;CB;Spain;76;5500000;24000;Right;;;
A. Szalai;Ádám Szalai;12/9/1987;37;193.04;89.8;ST;Hungary;76;7500000;35000;Right;Hungary;ST;9
A. Diawara;Amadou Diawara;7/17/1997;27;182.88;73.9;CM,CDM;Guinea;76;11500000;38000;Right;;;
L. Skorupski;_ukasz Skorupski;5/5/1991;33;187.96;83.9;GK;Poland;76;6500000;23000;Right;Poland;SUB;12
R. Hamouma;Romain Hamouma;3/29/1987;37;152.4;76.2;RM;France;76;7000000;30000;Right;;;
K. Stöger;Kevin Stöger;8/27/1993;31;175.26;74.8;CAM,CM,LM;Austria;76;10000000;25000;Left;;;
K. Linetty;Karol Linetty;2/2/1995;30;175.26;73;CM;Poland;76;10500000;28000;Right;;;
S. Bell;Stefan Bell;8/24/1991;33;193.04;88;CB;Germany;76;7500000;24000;Right;;;
A. N'Diaye;Alfred John Momar N'Diaye;3/6/1990;35;187.96;89.8;CDM,CM;Senegal;76;7000000;28000;Right;;;
Y. Yazıcı;Yusuf Yazıcı;1/29/1997;28;182.88;73.9;CAM,CM,RM;Turkey;76;11000000;22000;Left;Turkey;RM;11
B. Oczipka;Bastian Oczipka;1/12/1989;36;185.42;84.8;LWB,LB,LM;Germany;76;6000000;28000;Left;;;
F. Valverde;Federico Valverde;7/22/1998;26;182.88;78;CM,LM,CAM;Uruguay;76;13000000;52000;Right;Uruguay;SUB;5
M. Benítez;Martín Benítez;6/17/1994;30;172.72;72.1;CAM,LM,RM,RW;Argentina;76;10000000;18000;Right;;;
M. Vorm;Michel Vorm;10/20/1983;41;182.88;83.9;GK;Netherlands;76;3100000;52000;Right;;;
N. Mendy;Nampalys Mendy;6/23/1992;32;167.64;73;CDM,CM;France;76;7500000;52000;Right;;;
J. Vázquez;José Juan Vázquez Gómez;3/14/1988;36;165.1;64;CDM,CM;Mexico;76;5500000;20000;Right;;;
Unai Núñez;Unai Núñez Gestoso;1/30/1997;28;185.42;81.2;CB;Spain;75;8500000;14000;Right;;;
N. Radoja;Nemanja Radoja;2/6/1993;32;185.42;77.1;CM,CDM;Serbia;75;8000000;20000;Right;;;
K. Gibbs;Kieran  Gibbs;9/26/1989;35;152.4;69.9;LB,LWB;England;75;5500000;31000;Left;;;
A. Hamdallah;Abderrazak Hamdallah;12/17/1990;34;182.88;81.2;ST;Morocco;75;7000000;38000;Right;;;
Pablo Santos;Pablo Renan dos Santos;3/18/1992;32;187.96;82.1;CB;Brazil;75;7000000;13000;Left;;;
S. Fofana;Seko Fofana;5/7/1995;29;182.88;77.1;CM,CDM;Ivory Coast;75;9000000;22000;Right;;;
Felipe;Felipe Dias da Silva dal Belo;7/31/1984;40;187.96;74.8;CB;Brazil;75;2700000;13000;Left;;;
